,,,,,,,,,,,,,,,
,1,Year,Date,Employee,WO/SO,Part #,Product Family,Operation,QTY,Target Time,Actual Time,QTY Complete,Actual Time/Unit,Target/Unit,Root Cause
,49,2019,12/7,EE,29526,1200-213,SecureSync,Assembly,10,470,322,10,32,47,
,49,2019,12/7,EE,29466,1200-031,SecureSync,Assembly,10,470,81,0,,47,
,45,2019,11/7,DK,29404,1204-06,Option Cards,Test,24,240,210,24,9,10,
,45,2019,11/7,DK,29543,1200-023,SecureSync,Test,6,192,150,6,25,32,
,45,2019,11/7,DK,29548,1200-031,SecureSync,Test,5,160,60,3,20,32,
,45,2019,11/6,DK,29789,1200-011,SecureSync,Test,6,192,270,6,45,32,
,45,2019,11/6,DK,29537,1204-19,Option Cards,Test,3,30,30,3,10,10,
,45,2019,11/6,DK,29412,1204-15,Option Cards,Test,21,210,180,21,9,10,
,45,2019,11/6,DK,29395,1204-32,Option Cards,Test,9,90,60,9,7,10,
,49,2019,12/6,KP,29412,1204-15,Option Cards,Assembly,21,210,78,21,4,10,
,49,2019,12/6,KP,29543,1200-023,SecureSync,Assembly,6,282,30,0,,47,
,49,2019,12/6,KP,29683,1204-30,Option Cards,Assembly,3,30,24,3,8,10,
,49,2019,12/6,KP,29543,1200-023,SecureSync,Assembly,6,282,180,6,30,47,
,49,2019,12/6,KP,29548,1200-031,SecureSync,Assembly,5,235,113,0,,47,
,49,2019,12/7,KP,29548,1200-031,SecureSync,Assembly,5,235,122,5,24,47,
,49,2019,12/7,KP,29745,1228-0110,Versasync/PNT,Assembly,1,18,32,1,32,18,
,49,2019,12/7,KP,29696,1228-0110,Versasync/PNT,Assembly,15,270,300,0,,18,
,49,2019,12/7,JO,29464,1204-101,Option Cards,Assembly,21,210,255,21,12,10,
,49,2019,12/7,JO,29684,1204-13,Option Cards,Assembly,15,150,270,15,18,10,
,49,2019,12/6,JO,29453,1204-0F,Option Cards,Assembly,12,120,60,12,5,10,
,49,2019,12/6,JO,29537,1204-19,Option Cards,Assembly,3,30,60,3,20,10,
,49,2019,12/6,JO,29401,1204-17,Option Cards,Assembly,18,180,180,18,10,10,
,49,2019,12/6,JO,2968,1204-1E,Option Cards,Assembly,15,150,180,15,12,10,
,49,2019,12/6,JO,29471,1204-05,Option Cards,Assembly,12,120,75,12,6,10,
,49,2019,12/6,JO,29464,1204-1C,Option Cards,Assembly,21,210,45,0,,10,
,49,2019,12/5,CS,29690,TSYNC-PCIE-9002,Timing ,Test,25,600,165,25,7,24,
,49,2019,12/5,CS,29687,TSYNC-PCIE-9002,Timing ,Test,25,600,360,25,14,24,
,,2019,12/5,KP,29441,1200-053,Option Cards,Assembly,9,90,65,7,9,10,
,49,2019,12/5,KP,29412,1204-15,Option Cards,Assembly,21,210,15,0,,10,
,49,2019,12/5,KP,29435,1204-10,Option Cards,Assembly,3,30,22,3,7,10,
,49,2019,12/5,KP,29443,1204-29,Option Cards,Assembly,3,30,67,3,22,10,
,49,2019,12/5,KP,29412,1204-15,Option Cards,Assembly,21,210,188,12,16,10,
,49,2019,12/5,JO,29436,1212-006X-2000,GSG,Assembly,8,720,60,8,8,90,
,49,2019,12/5,JO,294201,1204-18,Option Cards,Assembly,9,90,120,9,13,10,
,49,2019,12/5,JO,29402,1204-28,Option Cards,Assembly,6,60,105,6,18,10,
,49,2019,12/5,JO,29422,1204-25,Option Cards,Assembly,3,30,90,3,30,10,
,49,2019,12/5,JO,29524,1204-18,Option Cards,Assembly,9,90,90,9,10,10,
,49,2019,12/5,JO,29395,1204-32,Option Cards,Assembly,9,90,60,9,7,10,
,49,2019,12/5,JO,29453,1204-0F,Option Cards,Assembly,12,120,75,0,,10,
,49,2019,12/5,EE,29789,1200-011,SecureSync,Assembly,6,282,127,6,21,47,
,49,2019,12/5,EE,29682,1200-313,SecureSync,Assembly,4,188,318,4,80,47,
,49,2019,12/5,EE,29526,1200-213,SecureSync,Assembly,10,470,79,0,,47,
,49,2019,12/5,DK,29441,1200-053,SecureSync,Test,9,288,270,9,30,32,
,49,2019,12/5,RD,29454,1200-051,SecureSync,Test,3,96,75,3,25,32,
,49,2019,12/5,RD,29443,1204-29,Option Cards,Test,3,30,30,3,10,10,
,49,2019,12/5,RD,29524,1204-18,Option Cards,Test,9,90,55,9,6,10,
,49,2019,12/5,RD,29422,1204-25,Option Cards,Test,3,30,45,2,23,10,
,49,2019,12/4,CS,29396/29400,TSYNC-PCIE-9002,Timing ,Test,50,1200,190,50,4,24,
,49,2019,12/4,CS,29472,1191-1002-0600,Timing ,Test,2,48,20,2,10,24,
,49,2019,12/4,CS,29413,1191-2002,Timing ,Test,1,24,20,1,20,24,
,49,2019,12/4,CS,29451,1191-1001-0600,Timing ,Test,10,240,130,10,13,24,
,49,2019,12/4,CS,29690,TSYNC-PCIE-9002,Timing ,Test,25,600,115,0,,24,
,49,2019,12/4,EE,29457,1200-013,SecureSync,Assembly,10,470,249,10,25,47,
,49,2019,12/4,EE,29454,1200-051,SecureSync,Assembly,3,141,219,3,73,47,
,49,2019,12/4,EE,29789,1200-011,SecureSync,Assembly,6,282,94,0,,47,
,49,2019,12/4,KP,29473,1228-2114-3000,Versasync/PNT,Assembly,2,36,14,2,7,18,
,49,2019,12/4,KP,29750,1228-1115-9001,Versasync/PNT,Assembly,3,54,95,3,32,18,
,49,2019,12/4,KP,29941,1200-053,SecureSync,Assembly,9,423,225,2,113,47,
,49,2019,12/4,JO,29436,1212-006X-2000,GSG,Assembly,8,720,630,0,,90,
,49,2019,12/4,DK,29456,1200-011,SecureSync,Test,8,256,180,8,23,32,
,49,2019,12/4,DK,29457,1200-013,SecureSync,Test,10,320,255,10,26,32,
,49,2019,12/4,RD,29438,1200-011,SecureSync,Test,10,320,140,5,28,32,
,49,2019,12/4,RD,29414,1200-003,SecureSync,Test,8,256,105,1,105,32,
,49,2019,12/4,RD,29454,1200-051,SecureSync,Test,3,96,50,0,,32,
,49,2019,12/3,RD,29417,1200-011,SecureSync,Test,10,320,15,0,,32,
,49,2019,12/3,RD,29417,1200-011,SecureSync,Test,10,320,90,10,9,32,
,49,2019,12/3,RD,29432,1200-233,SecureSync,Test,4,128,80,4,20,32,
,49,2019,12/3,RD,29414,1200-003,SecureSync,Test,8,256,10,8,1,32,
,49,2019,12/3,JO,29456,1200-011,SecureSync,Assembly,10,470,120,10,12,47,
,49,2019,12/3,JO,29414,1200-003,SecureSync,Assembly,8,376,315,8,39,47,
,49,2019,12/3,JO,29436,1212-006X-2000,GSG,Assembly,8,720,60,0,,90,
,49,2019,12/3,EE,29438,1200-011,SecureSync,Assembly,10,470,170,10,17,47,
,49,2019,12/3,EE,29457,1200-013,SecureSync,Assembly,10,470,245,0,,47,
,49,2019,12/3,KP,29403,1204-1F,Option Cards,Assembly,12,120,30,12,3,10,
,49,2019,12/3,KP,29525,1186-6002-0600,Timing ,Assembly,1,8,17,1,17,8,
,49,2019,12/3,KP,29418,CA05R-MD15-0001,Cables,Assembly,6,138,338,6,56,23,
,49,2019,12/3,DK,29431,1204-0F,Option Cards,Test,12,120,120,12,10,10,
,49,2019,12/3,DK,29419,1204-27,Option Cards,Test,16,160,180,11,16,10,
,49,2019,12/3,DK,29456,1200-11,SecureSync,Test,10,320,30,2,15,32,
,49,2019,12/3,CS,19396/29400,TSYNC-PCIE-9002,Timing ,Test,50,1200,540,0,,24,
,49,2019,12/2,RD,29417,1200-011,SecureSync,Test,10,320,70,0,,32,
,49,2019,12/2,RD,29432,1200-233,SecureSync,Test,4,128,5,0,,32,
,48,2019,11/26,RD,29434,1186-3001-0600,Timing ,Test,13,312,340,13,26,24,
,48,2019,11/26,RD,29394,1200-003,SecureSync,Test,1,32,20,1,20,32,
,49,2019,12/2,CS,29396/29400,TSYNC-PCIE-9002,Timing ,Test,50,1200,360,50,7,24,
,49,2019,12/2,CS,29472,1191-1002-0600,Timing ,Test,2,48,15,2,8,24,
,49,2019,12/2,CS,29393/29400,TSYNC-PCIE-9002,Timing ,Test,50,1200,75,0,,24,
,49,2019,12/2,DK,29442,1200-203,SecureSync,Test,2,64,60,2,30,32,
,49,2019,12/2,DK,29437,1200-413,SecureSync,Test,1,32,30,1,30,32,
,49,2019,12/2,DK,29379,1204-1F,Option Cards,Test,12,120,240,11,22,10,
,49,2019,12/2,EE,29432,1200-233,SecureSync,Assembly,4,188,180,4,45,47,
,49,2019,12/2,EE,29438,1200-011,SecureSync,Assembly,10,470,310,0,,47,
,49,2019,12/2,JO,29440,1212-005X-2000,GSG,Assembly,10,900,300,10,30,90,
,49,2019,12/2,JO,29456,1200-011,SecureSync,Assembly,10,470,270,0,,47,
,48,2019,11/29,KP,29413,1191-2002,Timing ,Assembly,1,8,10,10,1,8,
,48,2019,11/29,KP,29404,1204-06,Option Cards,Assembly,24,240,50,50,1,10,
,48,2019,11/29,KP,29403,1204-1F,Option Cards,Assembly,12,120,0,0,,10,
,48,2019,11/26,KP,29367,1200-9058,SecureSync,Assembly,3,141,70,3,23,47,
,48,2019,11/26,KP,29415,1204-04,Option Cards,Assembly,3,30,60,3,20,10,
,48,2019,11/26,KP,29442,1200-203,SecureSync,Assembly,2,94,105,3,35,47,
,48,2019,11/26,DK,29397,1200-013,SecureSync,Test,10,320,300,10,30,32,
,48,2019,11/26,EE,29397,1200-013,SecureSync,Assembly,10,470,80,2,40,47,
,48,2019,11/26,EE,29437,1200-413,SecureSync,Assembly,1,47,250,1,250,47,
,48,2019,11/26,EE,29417,1200-011,SecureSync,Assembly,10,470,255,3,85,47,
,48,2019,11/27,EE,29417,1200-233,SecureSync,Assembly,10,470,170,7,24,47,
,48,2019,11/27,EE,29432,1200-233,SecureSync,Assembly,4,188,77,0,,47,
,48,2019,11/26,JO,29440,1212-005X-0600,GSG,Assembly,10,900,435,0,,90,
,48,2019,11/27,JO,29440,1212-005X-0600,GSG,Assembly,10,900,225,0,,90,
,48,2019,11/25,DK,29376,1200-011,SecureSync,Test,10,320,180,10,18,32,
,48,2019,11/25,DK,29434,1200-003,SecureSync,Test,8,256,210,8,26,32,
,48,2019,11/25,EE,29376,1200-011,SecureSync,Assembly,1,47,34,1,34,47,
,48,2019,11/25,EE,29397,1200-013,SecureSync,Assembly,10,470,360,8,45,47,
,48,2019,11/25,KP,29394,1200-003,SecureSync,Assembly,8,376,120,8,15,47,
,48,2019,11/25,KP,29430,1204-3E,Option Cards,Assembly,3,30,22,3,7,10,
,48,2019,11/25,KP,29367,1200-9058-0600,SecureSync,Assembly,3,141,250,0,,47,
,48,2019,11/25,JO,29463/29371,1169-TXFO-0600,Timing ,Assembly,22,176,570,22,26,8,
,47,2019,11/22,DK,29398,1200-213,SecureSync,Test,5,160,120,5,24,32,
,47,2019,11/22,DK,29368,1200-H003,SecureSync,Test,3,96,90,3,30,32,
,47,2019,11/22,DK,29421,1200-223,SecureSync,Test,2,64,90,1,90,32,
,47,2019,11/22,EE,29376,1200-011,SecureSync,Assembly,10,470,280,9,31,47,
,47,2019,11/22,KP,29421,1200-223,SecureSync,Assembly,2,94,70,2,35,47,
,47,2019,11/22,KP,29394,1200-003,SecureSync,Assembly,8,376,125,0,,47,
,47,2019,11/22,KP,29434,1186-3001,Timing ,Assembly,13,104,40,13,3,8,
,47,2019,11/22,KP,29394,1200-003,SecureSync,Assembly,8,376,190,0,,47,
,47,2019,11/21,EE,29369,1200-011,SecureSync,Assembly,4,188,60,4,15,47,
,47,2019,11/21,EE,29376,1200-011,SecureSync,Assembly,10,470,240,0,,47,
,47,2019,11/21,KP,29378,1200-133,SecureSync,Assembly,1,47,10,1,10,47,
,47,2019,11/21,KP,29368,1200-H003,SecureSync,Assembly,3,141,135,3,45,47,
,47,2019,11/21,KP,29398,1200-213,SecureSync,Assembly,5,235,40,5,8,47,
,47,2019,11/21,KP,29421,1200-223,SecureSync,Assembly,2,94,20,0,,47,
,47,2019,11/21,JO,29331,1200-413,SecureSync,Assembly,5,235,120,5,24,47,
,47,2019,11/21,JO,29377,1186-3001-0600,Timing ,Assembly,13,104,13,13,1,8,
,47,2019,11/21,JO,29398,1200-213,SecureSync,Assembly,5,235,195,0,,47,
,47,2019,11/21,CS,29328,1200-233,SecureSync,Test,4,128,85,4,21,32,
,47,2019,11/21,CS,29291,1209-0002-0600,SecureSync,Test,4,128,85,4,21,32,
,47,2019,11/21,CS,29378,1200-133,SecureSync,Test,1,32,15,1,15,32,
,47,2019,11/21,CS,29331,1200-413,SecureSync,Test,5,160,65,5,13,32,
,47,2019,11/21,CS,29369,1200-011,SecureSync,Test,10,320,140,9,16,32,
,47,2019,11/21,DK,29276,1204-1E,Option Cards,Test,15,150,150,15,10,10,
,47,2019,11/21,DK,29325,1204-27,Option Cards,Test,18,180,150,18,8,10,
,47,2020,11/20,JO,29292,1204-17,Option Cards,Assembly,6,60,90,6,15,10,
,47,2020,11/20,JO,29328,1200-23,SecureSync,Assembly,4,188,180,4,45,47,
,47,2020,11/20,JO,29331,1200-413,SecureSync,Assembly,5,235,150,0,,47,
,47,2020,11/20,KP,29271,CA01-0NSA-2050,Cables,Assembly,16,368,30,16,2,23,
,47,2020,11/20,KP,29405,1204-2F,Option Cards,Assembly,2,20,40,2,20,10,
,47,2020,11/20,KP,29291,1209-0002,SecureSync,Assembly,4,188,220,4,55,47,
,47,2020,11/20,KP,29378,1200-133,SecureSync,Assembly,1,47,60,1,60,47,
,47,2020,11/20,EE,29369,1200-011,SecureSync,Assembly,10,470,420,6,70,47,
,47,2020,11/20,DK,29290,1204-18,Option Cards,Test,6,60,60,6,10,10,
,47,2020,11/20,DK,29293,1204-15,Option Cards,Test,21,210,130,21,6,10,
,47,2020,11/20,DK,29289,1204-27,Option Cards,Test,18,180,150,18,8,10,
,47,2020,11/20,DK,29405,1204-2F,Option Cards,Test,2,20,15,2,8,10,
,47,2020,11/20,DK,28399,1204-3B,Option Cards,Test,3,30,60,3,20,10,
,47,2020,11/20,CS,29329,1200-011,SecureSync,Test,5,160,100,4,25,32,
,47,2020,11/20,CS,29275,1200-053,SecureSync,Test,3,96,40,3,13,32,
,47,2020,11/20,CS,29292,1204-17,Option Cards,Test,6,60,30,6,5,10,
,47,2019,11/18,EE,29329,1200-011,SecureSync,Assembly,10,470,300,7,43,47,
,47,2019,11/19,JO,29276,1204-1E,Option Cards,Assembly,15,150,240,15,16,10,
,47,2019,11/19,JO,29325,1204-27,Option Cards,Assembly,18,180,180,18,10,10,
,47,2019,11/19,JO,29290,1204-18,Option Cards,Assembly,6,60,90,6,15,10,
,47,2019,11/19,JO,29292,1204-17,Option Cards,Assembly,6,60,30,0,,10,
,47,2019,11/19,DK,29196,1204-27,Option Cards,Test,18,180,150,18,8,10,
,47,2019,11/19,DK,29121,1204-1E,Option Cards,Test,15,150,150,15,10,10,
,47,2019,11/19,DK,29278,1204-0F,Option Cards,Test,3,30,30,3,10,10,
,47,2019,11/19,DK,29281,1204-32,Option Cards,Test,9,90,90,9,10,10,
,47,2019,11/19,CS,29323,1200-013,SecureSync,Test,10,320,170,10,17,32,
,47,2019,11/19,CS,29324,1200-223,SecureSync,Test,1,32,15,1,15,32,
,47,2019,11/19,CS,29327,1200-031,SecureSync,Test,4,128,60,4,15,32,
,47,2019,11/19,CS,29329,1200-011,SecureSync,Test,10,320,135,5,27,32,
,47,2019,11/19,KP,29327,1200-031,SecureSync,Assembly,4,188,125,4,31,47,
,47,2019,11/19,KP,29329,1200-011,SecureSync,Assembly,10,470,140,10,14,47,
,47,2019,11/19,KP,29275,1200-053,SecureSync,Assembly,3,141,170,3,57,47,
,47,2019,11/19,RD,29280,1200-011,SecureSync,Test,10,320,182,7,26,32,
,47,2019,11/18,RD,29248,1200-113,SecureSync,Test,6,192,105,6,18,32,
,47,2019,11/18,RD,29322,1210-0002-0600,SecureSync,Test,5,160,20,1,20,32,
,47,2019,11/18,RD,29322,1210-0002-0600,SecureSync,Test,5,160,135,4,34,32,
,47,2019,11/18,JO,29280,1200-011,SecureSync,Assembly,10,470,150,10,15,47,
,47,2019,11/18,JO,29322,1210-0002-0600,SecureSync,Assembly,5,235,150,5,30,47,
,47,2019,11/18,JO,29293,1204-15,Option Cards,Assembly,21,210,195,21,9,10,
,47,2019,11/18,JO,29289,1204-27,Option Cards,Assembly,18,180,195,18,11,10,
,47,2019,11/18,CS,29253,1200-013,SecureSync,Test,10,320,125,8,16,32,
,47,2019,11/18,CS,29160,1200-233,SecureSync,Test,10,320,215,10,22,32,
,47,2019,11/18,CS,29253,1200-013,SecureSync,Test,2,64,30,2,15,32,
,47,2019,11/18,CS,29323,1200-013,SecureSync,Test,10,320,75,0,,32,
,47,2019,11/18,KP,29248,1200-113,SecureSync,Assembly,6,282,50,6,8,47,
,47,2019,11/18,KP,29075,1228-0110,Versasync/PNT,Assembly,2,36,35,2,18,18,
,47,2019,11/18,KP,29294,1228-1410,Versasync/PNT,Assembly,4,72,125,4,31,18,
,47,2019,11/18,KP,29324,1200-223,SecureSync,Assembly,1,47,45,1,45,47,
,47,2019,11/18,KP,29327,1200-031,SecureSync,Assembly,4,188,25,0,,47,
,47,2019,11/18,DK,29282,1204-1C,Option Cards,Test,21,210,120,21,6,10,
,47,2019,11/18,DK,29167,1204-15,Option Cards,Test,21,210,150,21,7,10,
,47,2019,11/18,DK,29281,1204-32,Option Cards,Test,0,0,60,0,,10,
,47,2019,11/18,DK,29197,1204-01,Option Cards,Test,12,120,75,12,6,10,
,47,2019,11/18,DK,29247,1204-0F,Option Cards,Test,6,60,40,6,7,10,
,46,2019,11/15,DK,28996,1200-011,SecureSync,Test,10,320,240,10,24,32,
,46,2019,11/15,DK,29251,1200-013,SecureSync,Test,10,320,210,10,21,32,
,46,2019,11/14,CS,29199/29200,TSYNC-PCIE-9002,Timing ,Test,50,1200,140,0,,24,
,46,2019,11/14,CS,29160,1200-233,SecureSync,Test,10,320,150,10,15,32,
,46,2019,11/15,RD,28993,1200-113,SecureSync,Test,5,160,100,5,20,32,
,46,2019,11/15,RD,28993,1200-011,SecureSync,Test,10,320,97,9,11,32,
,46,2019,11/15,RD,29166,2406-033,SecureSync,Test,2,64,95,2,48,32,
,46,2019,11/15,JO,29201,1212-005X-0600,GSG,Assembly,10,900,210,10,21,90,
,46,2019,11/15,JO,29197,1204-01,Option Cards,Assembly,12,120,60,12,5,10,
,46,2019,11/15,JO,29281,1204-32,Option Cards,Assembly,9,90,30,9,,10,
,46,2019,11/15,JO,29247,1204-0F,Option Cards,Assembly,6,60,30,6,5,10,
,46,2019,11/15,JO,29278,1204-0F,Option Cards,Assembly,3,30,30,3,10,10,
,46,2019,11/15,JO,29282,1204-1C,Option Cards,Assembly,21,210,150,21,7,10,
,46,2019,11/15,JO,29160,1200-233,SecureSync,Assembly,10,470,60,0,,47,
,46,2019,11/16,JO,29160,1200-233,SecureSync,Assembly,10,470,150,10,15,47,
,46,2019,11/16,JO,29250,1200-011,SecureSync,Assembly,10,470,150,0,,47,
,46,2019,11/16,EE,29323,1200-013,SecureSync,Assembly,10,470,240,10,24,47,
,46,2019,11/15,EE,29251,1200-013,SecureSync,Assembly,10,470,180,10,18,47,
,46,2019,11/15,EE,29323,1200-013,SecureSync,Assembly,10,470,255,0,,47,
,46,2019,11/16,KP,29253,1200-013,SecureSync,Assembly,10,470,210,10,21,47,
,46,2019,11/15,KP,28993,1200-113,SecureSync,Assembly,5,235,30,5,6,47,
,46,2019,11/15,KP,29167,1204-15,Option Cards,Assembly,21,210,300,21,14,10,
,46,2019,11/15,KP,29253,1200-013,SecureSync,Assembly,10,470,130,0,,47,
,1,2020,1/3,PC,63046,1200-201,Configuration,Assembly,2,20,22,2,11,10,
,1,2020,1/3,PC,63045,1200-023,Configuration,Assembly,3,30,51,3,17,10,
,1,2020,1/3,PC,63799,1200-033,Configuration,Assembly,2,20,20,2,10,10,
,1,2020,1/2,KP,30071,1204-02,Option Cards,Assembly,12,120,152,12,13,10,
,1,2020,1/2,KP,30073,1204-15,Option Cards,Assembly,12,120,207,12,17,10,
,1,2020,1/2,KP,30067,1204-06,Option Cards,Assembly,24,240,48,24,2,10,
,1,2020,1/2,KP,30068,1204-1F,Option Cards,Assembly,12,120,69,12,6,10,
,1,2020,1/3,KP,30069,1204-21,Option Cards,Assembly,6,60,162,6,27,10,
,1,2020,1/3,KP,30040,1204-29,Option Cards,Assembly,6,60,52,0,,10,
,1,2020,1/2,EE,29988,1200-013,SecureSync,Assembly,10,470,470,10,47,47,
,1,2020,1/2,EE,30074,1204-14,Option Cards,Assembly,9,90,35,9,4,10,
,1,2020,1/2,EE,30076,1204-08,Option Cards,Assembly,9,90,24,9,3,10,
,1,2020,1/2,EE,29983,1200-233,SecureSync,Assembly,2,94,220,2,110,47,
,1,2020,1/2,CS,29945,1191-1001-0600,Timing ,Test,16,384,197,16,12,24,
,1,2020,1/2,CS,29941,1200-033,SecureSync,Test,10,320,90,0,,32,
,1,2020,1/3,CS,29943,1200-003,SecureSync,Test,5,160,79,5,16,32,
,1,2020,1/3,CS,29988,1200-013,SecureSync,Test,10,320,189,10,19,32,
,2,2020,1/6,PC,63093,1200-021,Configuration,Assembly,1,10,12,1,12,10,
,2,2020,1/6,PC,64127,1200-011,Configuration,Assembly,1,10,26,1,26,10,
,2,2020,1/6,PC,63199,1200-023,Configuration,Assembly,1,10,6,1,6,10,
,2,2020,1/6,PC,30168,1200-9004-0601,Configuration,Assembly,4,40,42,4,11,10,
,2,2020,1/6,PC,30160,1209-0002-0601,Configuration,Assembly,6,60,78,6,13,10,
,2,2020,1/6,KP,30040,1204-29,Option Cards,Assembly,6,60,111,6,19,10,
,2,2020,1/6,KP,30158,1191-1002,Option Cards,Assembly,13,130,94,13,7,10,
,2,2020,1/6,KP,30072,1204-05,Option Cards,Assembly,12,120,133,12,11,10,
,2,2020,1/6,KP,30038,1204-10,Option Cards,Assembly,6,60,1,0,,10,
,2,2020,1/6,RD,30024,1209-0012-0600,SecureSync,Test,8,256,45,8,6,32,
,2,2020,1/6,RD,29942,1200-023,SecureSync,Test,10,320,156,10,16,32,
,2,2020,1/10,DK,29430,1204-3E,Timing ,Test,3,72,70,3,23,24,
,2,2020,1/10,DK,30217,1219-0020-0600,Timing ,Test,1,,1,1,1,24,
,2,2020,1/6,EE,29985,1200-013,SecureSync,Assembly,10,470,521,7,74,47,
,2,2020,1/7,CS,29983,1200-233,SecureSync,Test,2,64,50,2,25,32,
,2,2020,1/7,CS,30067,1204-06,Option Cards,Test,24,240,68,24,3,10,
,2,2020,1/7,PC,30169,1209-0004-0601,Configuration,Assembly,3,30,32,3,11,10,
,2,2020,1/7,PC,63999,1200-003,Configuration,Assembly,1,10,14,1,14,10,
,2,2020,1/7,PC,63134,1200-003,Configuration,Assembly,1,10,29,1,29,10,
,2,2020,1/7,PC,63151,1200-003,Configuration,Assembly,1,10,6,1,6,10,
,2,2020,1/7,PC,63923,1200-013,Configuration,Assembly,1,10,5,1,5,10,
,2,2020,1/7,PC,62702,1200-013,Configuration,Assembly,2,20,41,2,21,10,
,2,2020,1/7,PC,63161,1200-013,Configuration,Assembly,2,20,18,2,9,10,
,2,2020,1/7,PC,63763,1200-003,Configuration,Assembly,1,10,11,1,11,10,
,2,2020,1/7,PC,63308,1200-003,Configuration,Assembly,3,30,18,3,6,10,
,2,2020,1/7,PC,64143,1200-003,Configuration,Assembly,2,20,16,2,8,10,
,2,2020,1/7,PC,63896,1200-003,Configuration,Assembly,1,10,19,1,19,10,
,2,2020,1/7,PC,62660,1200-013,Configuration,Assembly,9,90,45,5,9,10,
,2,2020,1/7,PC,62660,1200-013,Configuration,Assembly,4,40,46,4,12,10,
,3,2020,1/16,RD,30149,1210-0002-0600,SecureSync,Test,5,160,163,5,33,32,
,3,2020,1/16,RD,30161,1200-003,SecureSync,Test,8,256,25,2,13,32,
,3,2020,1/16,RD,30173,1200-213,SecureSync,Test,10,320,20,0,,32,
,3,2020,1/16,RD,30162,1209-0002-0601,SecureSync,Test,4,128,59,4,15,32,
,3,2020,1/16,RD,30149,1210-0002-0600,SecureSync,Test,5,160,111,5,22,32,
,3,2020,1/16,RD,30161,1200-003,SecureSync,Test,8,256,115,5,23,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,10,1,10,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,96,5,19,32,
,3,2020,1/16,RD,30142,1200-0017-0600,SecureSync,Test,2,64,23,2,12,32,
,3,2020,1/16,RD,30136,1200-231,SecureSync,Test,1,32,34,1,34,32,
,3,2020,1/16,RD,30146,1200-013,SecureSync,Test,10,320,19,1,19,32,
,3,2020,1/16,RD,30150,1200-001,SecureSync,Test,4,128,54,3,18,32,
,3,2020,1/16,RD,finals,FYI FOR 0601,SecureSync,Test,26,832,165,26,6,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,78,4,20,32,
,3,2020,1/16,RD,30147,1200-201,SecureSync,Test,6,192,20,0,,32,
,3,2020,1/16,RD,30147,1200-201,SecureSync,Test,6,192,112,6,19,32,
,3,2020,1/16,RD,30148,1204-29,SecureSync,Test,9,288,30,9,3,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,39,0,,32,
,3,2020,1/16,RD,30142,1200-0017-0600,SecureSync,Test,2,64,19,0,,32,
,3,2020,1/16,RD,30136,1200-231,SecureSync,Test,1,32,14,0,,32,
,3,2020,1/16,RD,30145,1200-0227-0600,SecureSync,Test,7,224,160,6,27,32,
,3,2020,1/16,RD,30141,1200-413,SecureSync,Test,1,32,18,1,18,32,
,3,2020,1/16,RD,29525,1186-6002-0600,Timing ,Test,1,24,55,1,55,24,
,3,2020,1/16,PC,30070,1204-1C,Option Cards,Assembly,19,,83,6,14,10,
,3,2020,1/16,PC,63519,1200-013,Configuration,Assembly,1,10,8,1,8,10,
,3,2020,1/16,PC,62949,1200-033,Configuration,Assembly,1,10,11,1,11,10,
,3,2020,1/16,PC,30070,1204-1C,Option Cards,Assembly,10,100,208,10,21,10,
,3,2020,1/16,PC,30223,PS06R-2Z1M-DT01  30223,Kits,Assembly,5,,120,5,24,5,
,3,2020,1/16,PC,30290,1209-0004-0601,Configuration,Assembly,1,10,12,1,12,10,
,3,2020,1/16,PC,63314,1200-201,Configuration,Assembly,6,60,64,6,11,10,
,3,2020,1/16,PC,63911,1200-413,Configuration,Assembly,1,10,12,1,12,10,
,3,2020,1/16,PC,30171,1200-0750-0500,Configuration,Assembly,3,30,37,3,12,10,
,3,2020,1/16,PC,30227,1204-1D,Option Cards,Assembly,6,60,24,6,4,10,
,3,2020,1/16,PC,30285,1204-17,Option Cards,Assembly,3,30,75,3,25,10,
,3,2020,1/16,PC,30174,1204-09,Option Cards,Assembly,6,60,134,6,22,10,
,3,2020,1/16,PC,30300,1200-0702-0500,Configuration,Assembly,1,10,15,1,15,10,
,3,2020,1/16,PC,30288,1209-0001-0601,Configuration,Assembly,1,10,10,1,10,10,
,3,2020,1/16,PC,64211,1200-003,Configuration,Assembly,2,20,15,2,8,10,
,3,2020,1/16,PC,30182,1200-9093-0601,Option Cards,Assembly,5,50,71,5,14,10,
,3,2020,1/16,PC,63910,1200-013,Option Cards,Assembly,1,10,7,1,7,10,
,3,2020,1/16,PC,64152,1200-013,Option Cards,Assembly,1,10,12,1,12,10,
,3,2020,1/16,PC,64244,1200-013,Option Cards,Assembly,4,40,34,4,9,10,
,3,2020,1/16,PC,64266,1200-033,Option Cards,Assembly,1,10,10,1,10,10,
,3,2020,1/16,PC,65226,1200-013,Option Cards,Assembly,1,10,4,1,4,10,
,3,2020,1/16,PC,63365,1200-023,Option Cards,Assembly,1,10,4,1,4,10,
,3,2020,1/16,PC,30222,1209-0002-0601,Option Cards,Assembly,1,10,18,1,18,10,
